107032,하동우렁추어탕 합정본점,돌솥추어탕 맛있습니다~,음식이 맛있어요,
107040,하동우렁추어탕 합정본점,우렁추어탕 너무 맛나요~,"양이 많아요, 특별한 메뉴가 있어요, 음식이 맛있어요",
107051,하동우렁추어탕 합정본점,맛있어요,"음식이 맛있어요, 재료가 신선해요",
107065,하동우렁추어탕 합정본점,.,,
107075,하동우렁추어탕 합정본점,친절하고 맛있어요,음식이 맛있어요,응대
107086,하동우렁추어탕 합정본점,맛있어요~~^^,음식이 맛있어요,
107107,하동우렁추어탕 합정본점,굿,음식이 맛있어요,
107141,하동우렁추어탕 합정본점,맛있어요,"매장이 넓어요, 양이 많아요, 재료가 신선해요, 음식이 맛있어요, 특별한 메뉴가 있어요",
107146,하동우렁추어탕 합정본점,좋아요,음식이 맛있어요,
107162,하동우렁추어탕 합정본점,굿,,
107164,하동우렁추어탕 합정본점,맛있어요. 맛집 인정!!,,
107172,하동우렁추어탕 합정본점,좋아요,,
107181,하동우렁추어탕 합정본점,국물이 깔끔하고 좋아요,,
107182,하동우렁추어탕 합정본점,좋아요,,
107191,하동우렁추어탕 합정본점,맛있어요,음식이 맛있어요,
107201,하동우렁추어탕 합정본점,맛잇어요,,
107205,하동우렁추어탕 합정본점,너무 맛있어요,,
107215,하동우렁추어탕 합정본점,맛있어요^^,,
107230,하동우렁추어탕 합정본점,친절해요,,응대
107235,하동우렁추어탕 합정본점,맛이써요,,
107242,하동우렁추어탕 합정본점,추어탕에 솥밥이라 더 맛있었어요,,
107251,하동우렁추어탕 합정본점,"추어탕 먹고 싶을때마다 포장해서 먹어요. 진한 국물에 양도 푸짐해요. 다데기를 따로 안주셔서 조금 아쉽지만, 집에서 다진마늘이랑 청양고추 넣어서 먹어요!",,
107270,하동우렁추어탕 합정본점,좋아요,,
107271,하동우렁추어탕 합정본점,맛있어요!,,
107272,하동우렁추어탕 합정본점,추워,,
107274,하동우렁추어탕 합정본점,맛있게 먹어묘,,
107279,하동우렁추어탕 합정본점,맛있어요~,,
107281,하동우렁추어탕 합정본점,항상 맛있어요 우렁이짱,,
107305,비사벌전주콩나물국밥 합정점,추워져서 그런가 매장에 웨이팅이 있을정도였네요 ㅎ 시원한 국물에 수란 먹는 맛이 쏠쏠해요 국밥에 간이 좀 되어있어서 새우젓 넣으믄 짜네요,음식이 맛있어요,
107307,비사벌전주콩나물국밥 합정점,"콩나물국밥 9,000원

국물이 완전 미쳤어요! 맛있어요!
완전 해장용으로 안성맞춤!","음식이 맛있어요, 가성비가 좋아요",
107320,비사벌전주콩나물국밥 합정점,"음식 맛이 좋아 오늘은 포장해 왔는데
포장에는 계란을 안 주나요?",음식이 맛있어요,
107331,비사벌전주콩나물국밥 합정점,"술마신다음날 수란추가 국물드리킹!!!
쵝오","재료가 신선해요, 음식이 맛있어요",
107333,비사벌전주콩나물국밥 합정점,맛있어요. 특히 수란이 맛있었어요.,"음식이 맛있어요, 친절해요",
107338,비사벌전주콩나물국밥 합정점,굿굿!!,"특별한 메뉴가 있어요, 양이 많아요, 재료가 신선해요, 음식이 맛있어요",
107354,비사벌전주콩나물국밥 합정점,굿,음식이 맛있어요,
107365,비사벌전주콩나물국밥 합정점,좋아요,음식이 맛있어요,
107382,비사벌전주콩나물국밥 합정점,좋아요,혼밥하기 좋아요,
107388,비사벌전주콩나물국밥 합정점,가볍게 먹기 좋아요,음식이 맛있어요,
107400,비사벌전주콩나물국밥 합정점,좋아요,"혼밥하기 좋아요, 음식이 맛있어요",
107414,비사벌전주콩나물국밥 합정점,진짜 별로입니다. 한젓가락 먹었나? 위생도 안좋고 바닥에서 나는건지 매장에서 걸레 쉰내가 나요... 그리고 조선족 직원 진짜 너무 시끄러워서 밥맛 다 떨어짐 직장 근처지만 다신 갈일 없음,,
107431,비사벌전주콩나물국밥 합정점,좋아요,친절해요,
107438,비사벌전주콩나물국밥 합정점,맛있어요...친잘하시고요...,"혼밥하기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 주차하기 편해요, 친절해요",응대
107454,비사벌전주콩나물국밥 합정점,국물이 깔끔하고 시원해요,음식이 맛있어요,
107457,비사벌전주콩나물국밥 합정점,맛있습니다,"혼밥하기 좋아요, 음식이 맛있어요, 가성비가 좋아요, 친절해요",
107458,비사벌전주콩나물국밥 합정점,좋아요,가성비가 좋아요,
107468,비사벌전주콩나물국밥 합정점,술 안 마셔도 자주 찾는 해장국집,"가성비가 좋아요, 음식이 맛있어요, 양이 많아요, 재료가 신선해요",
107475,비사벌전주콩나물국밥 합정점,콩나물 국밥이 맛나요,,
107476,비사벌전주콩나물국밥 합정점,양도 넉넉 맛있어요.,음식이 맛있어요,가성비
107479,비사벌전주콩나물국밥 합정점,맛있어요,음식이 맛있어요,
107481,비사벌전주콩나물국밥 합정점,션하고 얼큰한 맛 좋아요,,
107484,비사벌전주콩나물국밥 합정점,맛있어요,,
107489,비사벌전주콩나물국밥 합정점,국물 시원하고 수란 두개주는거 넘 좋아요!,,
107499,비사벌전주콩나물국밥 합정점,뜨끈하니 맛있게 먹었어요,,
107502,비사벌전주콩나물국밥 합정점,맛있어요.,,
107509,비사벌전주콩나물국밥 합정점,겨울에 최고의 음식이네요~맛있어요,,
107548,비사벌전주콩나물국밥 합정점,"비사벌콩나물국밥은 콩나물국밥 전문 여러 체인 브랜드 중 가장 좋아하는 곳이기도 합니다. 밥을 국에 말아서 나오지 않고 공기밥을 별도로 주어 좋고, 김치가 들어가지 않은 맑고 개운한 국물에 조금이지만 오징어도 들어가고 수란도 주니 참 좋죠. 빨간 반찬 종류만 나오는 여느 체인보다 콩장, 청량고추를 곁들일 수 있다는 점도 좋아하는 이유 중 하나입니다.",,
107562,비사벌전주콩나물국밥 합정점,든든벅스~~,,
107569,비사벌전주콩나물국밥 합정점,24시간 영업이라 늦은시간에 자주 가는 곳입니다,,
107583,필참치,"오랫만에 친구를 만나 찾아간 필참치
친절하신 여사장님
변함없는 참치맛
역쉬~
행복한 저녁시간이었어요^^","친절해요, 음식이 맛있어요, 가성비가 좋아요, 재료가 신선해요, 단체모임 하기 좋아요",응대
107585,필참치,"무한리필 참치집 합정에서 좋아하는집, 접대로 갔다가 반해서 와이프랑 또간집. 42000원으로 특참치가격 올랐으마 충분히 낼 가치가 있다!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요, 친절해요",
107593,필참치,"특스페셜 주문~ 가성비 갑~
맛있게 잘 먹고 갑니다","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 친절해요",가성비
107624,필참치,좋아요,친절해요,
107630,필참치,맛있어요.,음식이 맛있어요,
107649,필참치,정말 맛있어요 가성비 갑!!,,가성비
107663,델리카테슨,여러명이 대화하면서 천천히 음식 먹기 좋았어요~,"친절해요, 오래 머무르기 좋아요, 단체모임 하기 좋아요, 대화하기 좋아요, 음식이 맛있어요","아늑, 단체"
107677,델리카테슨,"햄버거가 다 타있고, 기름범벅에 느끼하고, 감자튀김은 정말 감자튀김이라고 할 수도 없이 감자 맛 하나도 안나는 그저 밀가루 반죽 맛이라 너무 별로였어요. 매장에 사람이 많거나 배달 주문이 밀려서 바빴던 것도 아니었는데, 앉아서 쉬고 계시다가 손님 받는 것까지는 충분히 이해 한다만 주방이나 홀 모두 여유 있는 상황에서 다른 복잡한 메뉴도 아니고 햄버거가 이런 식으로 나오니까 더 할 말도 없고, 다시 가고 싶지는 않아요. 

저만 맛 없다고 느낀거면 모르겠는데 같이 갔던 남성분들 마저 이상하다고 할 정도면 말 다 했다고 보구요. 재방문 의사 없습니다.",,
107681,델리카테슨,좋아여,,
107687,델리카테슨,,"특별한 메뉴가 있어요, 음식이 맛있어요, 재료가 신선해요",
107692,델리카테슨,피자외에 브런치로 즐길 샌드위치 토스트 메뉴들이 있어 재방문 해보고 싶은 곳! 와인과 테라스가 있어 날 좋은 날 기분 내기 아주 좋을 듯 하다 ˃̵͈̑ᴗ˂̵͈̑ 다만 내부가 협소하여 만석일시 조금 불편한 느낌을 받을 수 있음..! 피자 도우가 얇아 둘이서 충분히 한판 가능하고... 약간 가격대 있다고 느낌..🥺 조금 저렴한 맥주도 있으면 좋겠어요..🤭😢,,아늑
107694,델리카테슨,피자 너무 맛있고 인테리어도 넘 예뻐요 🤓🤍,"매장이 청결해요, 음식이 맛있어요",모던
107716,시루케이크,"떡 시트도, 크림도 그렇고 단호박은 호불호가 없는 맛이었어요.(큰 특징이 없음) 저는 흑임자 롤떡이 가장 맛있었어요. 더 쫀득하고. 크림+흑임자가 진했습니다.
단호박은 물리지 않고 계속 먹을 수 있다면 흑임자는 한, 두 조각이 가장 좋을 듯한 맛이었어요. 
(지도에서는 세븐일레븐 골목으로 들어가라고 했지만 개인적으로는 좀 더 직진해서, 에스프레소 바(?) 쪽으로 들어가는 게 더 찾기 편했어요. gs25에서 왼쪽으로, 건너편에 미용실이 있었습니다.)","인테리어가 멋져요, 특별한 메뉴가 있어요",이색음식
107717,시루케이크,"위치가 좀 외진곳이라 찾다 좀 헤맸어요ㅎ매장이 생각보다 아담사이즈였어요
유자설기 먹어보고 싶어서 갔는데 유지설기 맛있었어요
커피도 맛있었어여
초코설기는 그냥 쏘쏘 했습니다","디저트가 맛있어요, 커피가 맛있어요, 특별한 메뉴가 있어요","아늑, 이색음식"
107727,시루케이크,"20개월 된 조카가 바로 조지는(...)바람에 케이크가 망가졌지만 너무 맛있었어요! 개인적으론 흑임자 1등, 단호박크럼블 2등, 순우유롤떡&옥수수티라미수 3등 이었습니다!","디저트가 맛있어요, 특별한 메뉴가 있어요",
107735,시루케이크,떡과 케이크 조화 맛있어요,"디저트가 맛있어요, 특별한 메뉴가 있어요, 커피가 맛있어요, 인테리어가 멋져요",이색음식
107739,시루케이크,흑임자 롤떡 미침ㅠㅠㅠㅠㅠ,디저트가 맛있어요,이색음식
107742,시루케이크,"유자설기 할머니 사다드리려고 했는데 ㅠ 12시 전에 들렀는데도 명절이라 하나밖에 못 산다고 해서 너무너무너무 슬펐어요 ㅠㅠ 
다음에 명절 아닐 때 많이 사서 할머니 다시 뵈러 가야겠어요 ㅠ",특별한 메뉴가 있어요,이색음식
107748,시루케이크,흑임자롤케이크 존맛탱,"특별한 메뉴가 있어요, 디저트가 맛있어요, 친절해요, 매장이 청결해요",이색음식
107756,시루케이크,떡 크기는 한입거리 양이에요 엄청 작아요 떡은 엄청 부드러워요 흑임자롤이 가장 인기메뉴여서 기대했는데 저는 안에 크림이 느끼하더라구요 ㅠ 초코설기떡이 젤 맛있었어요,,
107762,시루케이크,맛있어요! 친절하시고 다음에 또 방문 할거예요 !!!,"디저트가 맛있어요, 특별한 메뉴가 있어요, 사진이 잘 나와요, 친절해요, 매장이 청결해요",응대
107764,시루케이크,,디저트가 맛있어요,
107786,시루케이크,이전한 매장에는 처음 가 봤다. 더 넓고 쾌적한 느낌.,"매장이 청결해요, 디저트가 맛있어요, 특별한 메뉴가 있어요","넓은, 위생"
107797,시루케이크,떡과 케이크 중간지점 너무 맛있어요,디저트가 맛있어요,이색음식
107807,시루케이크,자극적인 맛이 아니라 좋아요,특별한 메뉴가 있어요,
107810,시루케이크,흑임자롤떡 추천,디저트가 맛있어요,
107824,시루케이크,흑임자 진짜 너무 맛있어요!,,
107833,시루케이크,흑임자롤 맛나요 ^^,,
107852,시루케이크,너무 맛있어용,,
107868,시루케이크,두번째방문이에요. 많이 안 달고 맛있어요,,
107901,시루케이크,진짜 맛있습니다~!,,
107905,시루케이크,맛있어요. 흑임자최고네요! 꼭 당일 먹어야 촉촉합니다.,,
107913,시루케이크,맛있어. 이 세상 떡이 아님 이런 건 어디서 배웁니까?,,만족
107921,시루케이크,유자 맛있어요,,
107922,시루케이크,굳,,
107942,시루케이크,흑임자롤케이크 👍👍,,
107969,시루케이크,,,
107974,시루케이크,,,
107983,마이루틴,"따수운 분위기의 카페, 아직도 크리스마스에오🎄","인테리어가 멋져요, 커피가 맛있어요","분위기, 아늑, 클래식"
107987,마이루틴,아보카도 스무디 은근 대놓고 맛있어요 💗ㅋㅋㅋㅋ,음료가 맛있어요,
107990,마이루틴,분위기가 정말 좋아요-,"친절해요, 인테리어가 멋져요, 집중하기 좋아요, 대화하기 좋아요, 사진이 잘 나와요",분위기
108014,마이루틴,"가끔 밖에서 먹고 싶을 때 오면 좋을 곳👍
아이스 아메리카노 (풀바셋 느낌) 맛있음 
벗,, 테린느,,맛, 가성비 아쉽",커피가 맛있어요,
108020,마이루틴,"친한 동생이랑 함께 첫 방문했는데 
비오는 금요일 밤. 화사하고 아기자기한 분위기에 예쁜 소품까지. 게다가 따끈한 무화과 스콘과 부드러운 풍미의 크림 라떼 너무 맛있어요! 재방문 의사 있습니다 :)","커피가 맛있어요, 디저트가 맛있어요, 인테리어가 멋져요, 대화하기 좋아요, 사진이 잘 나와요","분위기, 귀여운, 클래식"
108024,마이루틴,"무화과스콘이랑 키위레몬에이드 주문했는데
스콘은 약간 따뜻하게 데워주시고 맛있어요
음료는 너무 달지 않아서 좋았어요~
시원하고 대화하기 괜찮습니다!","디저트가 맛있어요, 음료가 맛있어요, 인테리어가 멋져요, 친절해요, 매장이 청결해요",아늑
108032,마이루틴,"크림라떼 도장깨기 해보고 있는데
처음 접하는 홍차크림라떼가 있어요.
향긋한 홍차향과 맛이 나는 크림이 들어간 라떼예요!
1주년 축하드리고 번창하세용;)","음료가 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요",이색음식
108036,마이루틴,마이루틴 1주년 축하드려용!!!🥳,음료가 맛있어요,
108045,마이루틴,"처음 와봤는데 녹색 테마에 짙고 어두운 나무로 구성된 인테리어 분위기가 차분합니다.
그리고 커피가 진하네요.","인테리어가 멋져요, 사진이 잘 나와요, 친절해요, 매장이 청결해요, 커피가 맛있어요","클래식, 아늑"
108055,마이루틴,아보카도 스무디가 정말 맛있습니다 😋,"커피가 맛있어요, 인테리어가 멋져요, 사진이 잘 나와요, 친절해요, 매장이 청결해요",이색음식
108076,마이루틴,비오는날 방문했는데 카페 분위기가 너무 좋았어요! 음료 종류도 많고 맛있습니다,"인테리어가 멋져요, 대화하기 좋아요, 친절해요, 매장이 청결해요, 음료가 맛있어요",분위기
108080,마이루틴,"인테리어 아기자기하고, 자몽/키위레몬 에이드도 존맛입니다!! @.@ 다른 음료도 마셔보고 싶어요!","음료가 맛있어요, 인테리어가 멋져요, 친절해요",귀여운
108088,마이루틴,인테리어가 이쁘고 커피도 맛있어요~^^,"음료가 맛있어요, 커피가 맛있어요, 친절해요",모던
108098,마이루틴,차가 깔끔하고 매장이 아늑해서 좋아요ㅎㅎ,"음료가 맛있어요, 인테리어가 멋져요, 대화하기 좋아요, 매장이 청결해요",아늑
108126,마이루틴,공간이 아기자기하고 예뻐요,"친절해요, 뷰가 좋아요",귀여운
108134,마이루틴,합정에서 차생각나면 오는곳!!,"커피가 맛있어요, 인테리어가 멋져요, 대화하기 좋아요, 친절해요",
108141,마이루틴,아보카도 커피 정말 맛있고 인테리어도 아늑해요!!,"커피가 맛있어요, 음료가 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요","아늑, 이색음식"
108154,마이루틴,시원허니 좋습니다.,"커피가 맛있어요, 인테리어가 멋져요",
108155,마이루틴,분위기좋고 친절해요!,"커피가 맛있어요, 인테리어가 멋져요","분위기, 응대"
108162,마이루틴,,음료가 맛있어요,
108164,마이루틴,,"음료가 맛있어요, 디저트가 맛있어요, 사진이 잘 나와요, 인테리어가 멋져요",
108166,마이루틴,클로티드크림과 스콘을 같이 먹을 수 있어서 너무 좋아요 카페 분위기 너무 예쁘니까 꼭 오세요,"커피가 맛있어요, 디저트가 맛있어요, 음료가 맛있어요",분위기
108195,마이루틴,내가 조아하는 마이루틴❤️ 이 추운 날씨에도 아보카도 커피를 먹는 이유는?! 맛있기 때문이지 😋😋 ㅎㅎㅎㅎㅎㅎㅎㅎ 클스마스 인테리어 넘 예뻐용💖🙌,"특별한 메뉴가 있어요, 커피가 맛있어요, 음료가 맛있어요, 친절해요, 인테리어가 멋져요","클래식, 아늑"
108205,마이루틴,가격대가있어요,특별한 메뉴가 있어요,
108207,마이루틴,스콘 넘 맛있어요! 인테리어도 넘 감성적이예요✨,"커피가 맛있어요, 집중하기 좋아요, 인테리어가 멋져요",클래식
108222,마이루틴,"합정에 오랜만에 왔는데 카페가 넘 이뿌네요.
디저트도 맛있고, 클스마스분위기 물씬나는 곳이네요","대화하기 좋아요, 인테리어가 멋져요, 커피가 맛있어요, 디저트가 맛있어요, 매장이 청결해요","비주얼, 클래식, 아늑"
108233,마이루틴,올때마다 새로운 메뉴 도장깨기 하는 재미도 있네요~ ㅎㅎㅎㅎㅎ 인테리어 넘 취저에용!!❤️ 사장님도 왕 친절 :),"좌석이 편해요, 친절해요, 사진이 잘 나와요, 인테리어가 멋져요, 음료가 맛있어요","분위기, 응대"
108238,마이루틴,새로 생긴 카페 아기자기하고 좋아요~,"사진이 잘 나와요, 인테리어가 멋져요",귀여운
108244,마이루틴,"아보카도 커피랑 홍차 크림 라떼 둘다 맛있고 카페 분위기도 너무 이뻐요 ..!!!
어디서든 사진 찍어도 다 잘 나오네요 ㅎㅎ
덕분에 기분 좋은 하루가 됐네요 ☺️","친절해요, 매장이 청결해요, 커피가 맛있어요, 디저트가 맛있어요, 사진이 잘 나와요","분위기, 클래식"
108251,마이루틴,"홍대에서 밥먹고 천천히 걷다가 아기자기한곳이 보이길래 들어갓는데.. 완전취저.. 숨은 맛집이네요^^ 라떼랑 수제쿠키 찰떡궁합♡
친절하신 사장님까지ㅜㅜ 여유있는 시간 보내고 갑니다~♡","커피가 맛있어요, 디저트가 맛있어요, 음료가 맛있어요","귀여운, 응대"
108255,마이루틴,,,
108256,마이루틴,맛있어요,"친절해요, 매장이 청결해요",
108267,마이루틴,브라우니 맛있어요,디저트가 맛있어요,
108277,마이루틴,분위기가 좋네요,인테리어가 멋져요,분위기
108278,마이루틴,카페가 넘 이뻐요 분위기도 좋네용! 홍차크림라떼 주문했는데 맛있어요 베이스가 라떼인데 고소하고 묵직하네용 담에 라떼만 마셔봐야겠어용 번창하세요,"인테리어가 멋져요, 뷰가 좋아요, 사진이 잘 나와요, 친절해요, 매장이 청결해요",분위기
108279,마이루틴,조아용,"음료가 맛있어요, 인테리어가 멋져요",
108280,마이루틴,카페가 너무 이쁘고 사장님 친절하셔서 좋아용,"화장실이 깨끗해요, 친절해요","분위기, 응대"
108282,마이루틴,까페가 너무 이뻐요~~ 크림라떼 달콤 하니 맛있어요,"뷰가 좋아요, 인테리어가 멋져요, 커피가 맛있어요, 친절해요",분위기
108288,마이루틴,새로 생겨서 와봤는데 친절하고 좋아요! 커피도 맛있어요,"매장이 청결해요, 대화하기 좋아요, 커피가 맛있어요",응대
